"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
22764944,"1 ROOM IN 2 BEDROOM APT DOORMAN BLDG WITH ELEVATOR",119847900,"Marie","Manhattan","Washington Heights",40.8485,-73.93509,"Private room",52,1,46,"2019-06-25",2.73,1,21
27032162,"Private big one bedroom apt, Brooklyn,NY",203397896,"Teola","Brooklyn","Brownsville",40.66648,-73.91375,"Entire home/apt",98,2,40,"2019-06-24",4.15,1,223
206772,"Williamsburg Exposed Brick Loft",1017473,"Evan","Brooklyn","Williamsburg",40.71413,-73.96596,"Entire home/apt",195,14,31,"2019-05-26",0.33,1,263
13156842,"Cozy Private Room #2 Two Beds Near JFK and J Train",62843071,"Kevin And Kitty","Queens","Woodhaven",40.69546,-73.85062,"Private room",38,1,170,"2019-06-06",4.49,4,192
3013383,"Unique Brooklyn Brownstone",15356877,"Rachel","Brooklyn","Cobble Hill",40.68494,-73.99685,"Entire home/apt",795,6,0,"",NA,1,14
27874671,"room in a soho loft",3968209,"Swetha","Manhattan","SoHo",40.72099,-73.99921,"Private room",100,3,8,"2019-04-29",0.81,2,361
27636889,"Pure luxury one bdrm + sofa bed on Central Park",5790236,"Clay","Manhattan","Upper West Side",40.78837,-73.96821,"Entire home/apt",245,2,33,"2019-06-25",3.14,2,262
846854,"Large Garden Duplex on Park block",4422368,"Dirk","Manhattan","Upper West Side",40.78689,-73.97314,"Entire home/apt",300,30,93,"2019-06-08",1.24,1,284
19913761,"Brand NEW & SIMPLE apt in quiet Chinatown",6862083,"Mischa","Manhattan","Two Bridges",40.71136,-73.99391,"Private room",110,3,1,"2018-09-28",0.11,1,350
31320905,"Manhattan artist home - Gorgeous private room",34915339,"Michael","Manhattan","Upper East Side",40.77951,-73.95075,"Private room",100,1,32,"2019-06-24",5.45,4,184
36254789,"Huge 3 bdrm apartment on the beach paradise",105620188,"Michail","Queens","Belle Harbor",40.57762,-73.84462,"Entire home/apt",350,3,0,"",NA,1,41
31553066,"Near major transportation",41090359,"Abi","Queens","Little Neck",40.77122,-73.738,"Private room",100,1,0,"",NA,1,88
1374457,"Bedroom in Williamsburg Brooklyn",5386695,"Joanne","Brooklyn","Williamsburg",40.71668,-73.94083,"Private room",55,28,0,"",NA,1,365
35617075,"Fantastic 2BRM - 2 Minute Walk to Times Square",266925045,"Ivana","Manhattan","Hell's Kitchen",40.7607,-73.99033,"Entire home/apt",320,3,3,"2019-07-01",3,1,160
35350827,"4BD Newly Renovated Home in NY- TIME SQUARE",16107580,"Aden","Manhattan","Hell's Kitchen",40.7616,-73.98936,"Entire home/apt",700,4,2,"2019-06-22",2,1,130
28477383,"Spacious RM in Quiet Area near LGA & MNHTN express",137358866,"Kazuya","Queens","Woodside",40.74301,-73.89458,"Private room",50,30,2,"2019-05-11",0.5,103,269
29731625,"Sunlit Spacious Apartment in Brooklyn",30177875,"Bree","Brooklyn","Crown Heights",40.67452,-73.95906,"Entire home/apt",120,4,3,"2019-05-25",0.47,1,7
18221952,"The ASTORIAN'S ArtPad",17247848,"Kevin","Queens","Ditmars Steinway",40.77751,-73.90902,"Private room",95,1,31,"2019-05-22",1.2,1,90
35633100,"Zebra Room",258053084,"Carlos","Manhattan","Harlem",40.80386,-73.95065,"Private room",65,2,3,"2019-07-01",3,1,76
10182058,"Like your cousin house",41326856,"Jeerathinan","Queens","Elmhurst",40.74674,-73.87995,"Private room",80,1,34,"2019-07-01",0.88,5,49
731293,"**YOUR HOME AWAY FROM HOME** : UES/66th LG 1 BDRM",3805320,"R And R","Manhattan","Upper East Side",40.76352,-73.96394,"Entire home/apt",200,3,203,"2019-06-20",2.53,1,260
1896296,"Modern Industrial 1br Loft w/City View",7503643,"Vida","Brooklyn","Greenpoint",40.72749,-73.94201,"Entire home/apt",149,30,7,"2019-05-31",0.11,52,340
165824,"Lady only Curtain-divided room",733894,"Lucy","Queens","Sunnyside",40.74,-73.91901,"Private room",33,44,31,"2019-05-01",0.32,3,161
33654019,"1 Bedroom nestled in Bushwick/East Williamsburg",12351745,"Gregory","Brooklyn","Bushwick",40.70014,-73.93664,"Entire home/apt",150,1,10,"2019-06-24",3.49,1,292
25835087,"Suite nearJFK with private bathroom and kitchen",156547988,"Minying","Queens","Ozone Park",40.67651,-73.84815,"Entire home/apt",60,1,32,"2019-06-04",2.64,4,155
30359944,"Gorgeous Room in a renovated Woodside townhouse!",137358866,"Kazuya","Queens","Woodside",40.74958,-73.90011,"Private room",42,30,1,"2019-06-01",0.79,103,235
29778083,"NYC East Village 1 BR / Studio",28418563,"Eli","Manhattan","East Village",40.72546,-73.98396,"Entire home/apt",179,1,20,"2019-07-01",2.65,1,268
28561620,"Clean and private room in Murray Hill",26045887,"Ivy","Manhattan","Murray Hill",40.74844,-73.97344,"Private room",120,1,36,"2019-06-19",3.79,2,180
5238,"Cute & Cozy Lower East Side 1 bdrm",7549,"Ben","Manhattan","Chinatown",40.71344,-73.99037,"Entire home/apt",150,1,160,"2019-06-09",1.33,4,188
34947011,"Luxury 4bed/2bath in Prime Upper West",195303599,"Jack","Manhattan","Upper West Side",40.77652,-73.98151,"Entire home/apt",699,4,4,"2019-06-30",4,1,301
17000278,"The Most Amazing Duplex Apt w/ Outdoor Space in BK",63474828,"Ryan","Brooklyn","Sunset Park",40.66135,-73.98841,"Entire home/apt",185,30,2,"2017-05-02",0.07,1,337
27656752,"Traditional NYC Oasis - Near Times Square",208699273,"Spencer","Manhattan","Hell's Kitchen",40.76384,-73.98822,"Entire home/apt",379,2,31,"2019-06-21",3.24,1,238
27731269,"Be Our Guest! Live, Love Bed-Stuy",126501524,"Jaran","Brooklyn","Bedford-Stuyvesant",40.68387,-73.94162,"Entire home/apt",150,3,44,"2019-07-06",4.14,3,252
28463654,"Chelsea's best kept secret",182425491,"Brian","Manhattan","Chelsea",40.75151,-73.99725,"Entire home/apt",500,3,9,"2019-06-02",0.93,1,357
24970982,"Central & Comfortable 1BR Brownstone Apartment",4303181,"Veronique","Brooklyn","Carroll Gardens",40.68352,-73.9999,"Entire home/apt",150,2,37,"2019-06-25",2.93,1,100
13308276,"The Manhattan - Apartment Near Central Park",75085688,"Mark","Manhattan","Upper West Side",40.801,-73.9613,"Entire home/apt",150,2,11,"2017-11-25",0.31,1,2
35686816,"Clinton Hill Dupex",50506922,"Asli","Brooklyn","Clinton Hill",40.68927,-73.96542,"Entire home/apt",125,3,0,"",NA,1,31
26777948,"Comfortable Studio Apartment",120035273,"Ral","Bronx","Edenwald",40.89245,-73.83721,"Entire home/apt",42,1,32,"2019-06-20",2.74,1,32
28126994,"Sonder | 180 Water | Sophisticated 2BR + Rooftop",12243051,"Sonder","Manhattan","Financial District",40.70611,-74.00626,"Entire home/apt",299,29,0,"",NA,96,311
32218803,"Sonder | Wall Street | Quaint Studio + Kitchen",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70658,-74.01036,"Private room",200,2,13,"2019-06-18",2.81,327,352
15867248,"Gorgeous Sanctuary Upper East Side",28966357,"Dorothy","Manhattan","East Harlem",40.786,-73.94571,"Private room",99,2,81,"2019-05-26",2.51,3,88
35903391,"1 Bedroom in a Washington Heights Apartment",129301317,"Natalie","Manhattan","Washington Heights",40.84191,-73.93705,"Private room",50,2,1,"2019-06-30",1,1,26
25966512,"The cozy room!",62557719,"Leomaris","Manhattan","Harlem",40.82961,-73.94525,"Private room",45,7,11,"2019-06-09",0.85,3,88
33515695,"Private Room near to Manhattan",29470566,"Lidu","Queens","Astoria",40.76799,-73.90995,"Private room",65,1,6,"2019-04-29",1.96,1,31
26920890,"A great room in Manhattan !!!",37370465,"Tolga","Manhattan","Lower East Side",40.71857,-73.98973,"Private room",74,3,15,"2019-04-27",1.34,1,280
3225975,"Spacious Townhouse Great for Families & Friends",16329859,"Caroline","Brooklyn","Gowanus",40.68338,-73.98927,"Entire home/apt",400,6,34,"2018-12-30",0.56,1,1
33689283,"1 & 1/2 Bd Garden apt around corner from river",253940417,"Alourdes","Manhattan","Washington Heights",40.83591,-73.94586,"Entire home/apt",180,5,0,"",NA,1,83
19730968,"Furnished private large room at a great location",138717905,"Luca","Manhattan","East Harlem",40.79626,-73.94429,"Private room",67,2,28,"2019-07-03",1.22,1,179
28779353,"A Sunny Room w/Private Bath. 20 m to Mnhttn",128300825,"Anton","Brooklyn","Bedford-Stuyvesant",40.69276,-73.92966,"Private room",70,2,53,"2019-06-16",5.6,2,32
2214323,"Heart of downtown Manhattan",4237535,"Alex&Ivy","Manhattan","Lower East Side",40.71969,-73.99287,"Entire home/apt",250,3,107,"2019-06-24",1.64,1,273
33047674,"A great place to relax after being in the city",231103652,"Christine","Manhattan","Harlem",40.824,-73.95229,"Private room",50,4,15,"2019-07-05",4.55,1,4
27730191,"Stylish, Artsy & Comfortable Stay Near the Ocean.",32215382,"Polina","Brooklyn","Sheepshead Bay",40.59446,-73.94289,"Entire home/apt",105,2,1,"2019-05-20",0.59,1,36
11355476,"Cozy studio living-room sharing in Little Italy",49621731,"Angel","Manhattan","Little Italy",40.71987,-73.99729,"Shared room",65,5,19,"2019-06-15",0.67,1,89
6972089,"*ODYSSEY* Sunny 1 Bedroom Apt- Bright & Cheery!",25237492,"Juliana","Manhattan","Upper West Side",40.78181,-73.98466,"Entire home/apt",130,30,10,"2019-04-01",0.26,34,303
33474952,"Spacious private bedroom in East Village / StMarks",95892016,"Leonora","Manhattan","East Village",40.72503,-73.98466,"Private room",125,1,3,"2019-06-15",0.95,5,318
30956885,"Entire Loft Apartment in Soho/NoHo/Nolita",96049478,"Lida","Manhattan","NoHo",40.72604,-73.99342,"Entire home/apt",550,7,4,"2019-05-13",1.38,1,14
1631845,"1 bedroom apartment in NYC",1232988,"Matthew","Manhattan","Lower East Side",40.71915,-73.99309,"Entire home/apt",150,3,19,"2019-06-16",0.27,1,9
21753773,"oasis 2",156505456,"John","Brooklyn","East New York",40.66114,-73.88889,"Private room",30,3,28,"2019-05-28",1.43,13,90
30009546,"Cozy Artist’s Apartment Bushwick",19874155,"Ciara","Brooklyn","Williamsburg",40.70245,-73.93603,"Private room",75,1,4,"2019-01-01",0.53,1,35
34601569,"Shared Room 4 FEMALE Guests 30mins to Manhattan-1",172369331,"Abby","Brooklyn","Sheepshead Bay",40.59842,-73.95667,"Shared room",20,2,1,"2019-06-01",0.77,10,342
30592546,"Spacious Bronx apartment near Bronx Zoo",229480146,"Marcelina","Bronx","Tremont",40.84289,-73.88773,"Entire home/apt",40,2,17,"2019-06-28",2.7,1,107
21171726,"SWEET Lower East Side Apartment :)",6009690,"Mike","Manhattan","Lower East Side",40.71509,-73.98992,"Entire home/apt",126,3,4,"2017-11-13",0.19,1,3
21936033,"LGA Newly Renovated Apt.2",156952896,"Haijiao","Queens","East Elmhurst",40.76419,-73.87498,"Entire home/apt",120,1,118,"2019-07-07",6.05,2,79
25462356,"New Clean Comfortable Studio w/Terrace",154629753,"Andrew","Manhattan","Hell's Kitchen",40.76746,-73.98942,"Entire home/apt",500,10,41,"2019-06-21",3.17,1,126
27322746,"Lovely bright eclectic 2BR, perfect for couple!",23773099,"Elias","Brooklyn","Fort Greene",40.68462,-73.96908,"Entire home/apt",110,225,0,"",NA,1,365
21461874,"Privet bedroom. Super clean, 10 min from Times Sq",13878635,"Muslum","Manhattan","Hell's Kitchen",40.76636,-73.99334,"Private room",150,1,9,"2019-05-26",0.44,2,88
29438220,"STUDIO&GARDEN REDESIGNED Park Slope-Brooklyn!",87786261,"Sophia","Brooklyn","South Slope",40.66129,-73.98734,"Entire home/apt",169,3,4,"2019-05-06",0.48,5,41
35916489,"Sun-drenched LGBT Cozy Private QueenRoom @Bushwick",135563904,"Michael","Queens","Ridgewood",40.7055,-73.9096,"Private room",180,1,2,"2019-07-01",2,3,78
27852017,"Your Private Safe-Clean Haven w/Private Bath",206884583,"Haidy","Bronx","Pelham Bay",40.84633,-73.83029,"Private room",80,2,28,"2019-06-25",2.69,1,78
2066165,"Cozy room in NYC 5",5164854,"Lilia","Manhattan","Harlem",40.82078,-73.93771,"Private room",45,4,19,"2019-04-10",0.31,8,42
9364750,"Feel at home.",48592068,"Gregory","Manhattan","Washington Heights",40.84864,-73.94046,"Private room",75,1,0,"",NA,1,1
21088999,"SOHO / GREENWICH VILLAGE
Prime location- 1 Bedroom",51538274,"Zachary","Manhattan","Greenwich Village",40.72801,-74.00105,"Entire home/apt",150,80,18,"2019-04-15",0.87,1,182
10807838,"Spacious Room Near Public Transport and shopping",55948559,"Barry","Bronx","Pelham Gardens",40.86553,-73.83993,"Private room",35,1,67,"2019-07-04",1.81,4,11
22944203,"Cozy room in a charming, spacious apartment",87782960,"Josh","Manhattan","Chelsea",40.74286,-73.99847,"Private room",84,4,14,"2019-06-30",0.82,1,13
27703016,"New York Apartment",157209452,"Mansi","Manhattan","Nolita",40.72194,-73.99557,"Private room",120,1,9,"2018-10-20",0.85,1,179
4950807,"Amazing Central Park view",25517905,"Andreias","Manhattan","Upper West Side",40.79751,-73.96168,"Private room",123,3,176,"2019-06-21",3.39,3,253
3793246,"large 1 BR in heart of East Village",2331719,"Marina","Manhattan","East Village",40.72695,-73.98617,"Entire home/apt",200,3,78,"2019-05-12",1.33,1,336
35164694,"Beautiful 1BR apt in the heart of East Village!",92899052,"Brett","Manhattan","East Village",40.72725,-73.98549,"Entire home/apt",120,17,0,"",NA,1,21
30065004,"Charles' Chillspot 2guests/ min per stay",225933854,"Charles","Queens","Briarwood",40.70742,-73.81345,"Entire home/apt",55,1,11,"2019-07-02",1.42,1,40
36310353,"Staten Island Resort minutes from ferry! Amazing!!",28586423,"Danielle","Staten Island","Stapleton",40.62878,-74.07301,"Entire home/apt",450,5,0,"",NA,1,88
24633702,"Midwood townhouse",163843832,"David","Brooklyn","Midwood",40.6155,-73.9522,"Private room",58,2,12,"2019-05-27",0.87,1,36
24593351,"Beautiful Gut Renovated NYC 1 Bedroom LOFT",105797483,"Rachael","Manhattan","Midtown",40.7452,-73.98427,"Entire home/apt",400,1,16,"2019-06-30",1.14,1,47
1267945,"nice room in bedstuy I",6885157,"Randy","Brooklyn","Bedford-Stuyvesant",40.68201,-73.95012,"Private room",65,1,119,"2019-06-30",1.61,15,313
35219177,"Young adults getaway 20mins to time square,AC room",264824216,"Peter","Manhattan","Harlem",40.82136,-73.95606,"Private room",59,1,2,"2019-06-23",2,3,41
2669366,"Priv. Room in a House,15min,Manhatt",13664245,"Denise","Bronx","Claremont Village",40.84192,-73.91108,"Private room",40,3,46,"2019-05-31",0.72,2,292
32069686,"Amazing views, sun, luxe style, live like a local!",27107891,"Kossivi","Brooklyn","Williamsburg",40.71396,-73.93986,"Entire home/apt",179,4,8,"2019-06-21",2.11,1,104
35580805,"Private, Cozy, Safe, Two Blocks from L Train",893308,"Simrit Atma","Brooklyn","Williamsburg",40.70519,-73.93418,"Private room",75,3,1,"2019-06-17",1,3,13
15178955,"Large 1 bedroom-Private Bath in 2 bed apartment",50860659,"James","Queens","Ridgewood",40.70703,-73.90907,"Private room",80,7,5,"2019-01-04",0.15,1,188
3870793,"Only 20 min to Times Sq., US Open",19993822,"Tony","Queens","Elmhurst",40.74122,-73.88641,"Private room",170,1,4,"2015-09-27",0.07,1,90
36317097,"Clinton Hill Oasis, Next To Subway/Citibike,",21261408,"Jay","Brooklyn","Clinton Hill",40.68971,-73.96073,"Shared room",35,1,0,"",NA,6,345
15663586,"Hudson Yards-Chelsea  ️",101131690,"Alberto","Manhattan","Hell's Kitchen",40.75751,-73.99401,"Entire home/apt",175,1,22,"2019-07-02",1.04,1,12
9668485,"Private BR+Bath Near Central Park",49963831,"Mariella","Manhattan","East Harlem",40.79479,-73.94919,"Private room",110,1,123,"2019-06-10",3.07,1,264
34125485,"Cozy lil room in the coolest Brooklyn neighborhood",97322120,"María Gabriela","Brooklyn","Bushwick",40.69026,-73.90689,"Private room",80,4,0,"",NA,1,158
34453822,"Quiet Room Next to Times Square and Bryant Park",260191397,"Hotel Mela","Manhattan","Theater District",40.75745,-73.98596,"Private room",100,1,7,"2019-06-17",4.04,7,296
19141351,"Room in Beautiful Beach Bungalow!",133802130,"Jo","Queens","Far Rockaway",40.59326,-73.76037,"Private room",40,1,33,"2019-05-23",1.33,1,36
32260219,"private room for up to 2 guests",242094791,"Lizhen","Queens","Elmhurst",40.74311,-73.88098,"Private room",300,1,1,"2019-02-18",0.21,1,89
14917765,"Kingsbridge Heights, The Bronx, NY.",24421177,"Eduardo","Bronx","Kingsbridge",40.86932,-73.90057,"Private room",30,2,56,"2019-06-12",1.68,1,38
20275223,"FULL BED/Spa Amenities for Sophisticated Travelers",89985620,"Annette C","Brooklyn","Flatlands",40.62187,-73.93079,"Private room",49,2,58,"2019-06-29",2.53,3,311
28013709,"Your Home Next to the Empire State Building",33245632,"Tassie","Manhattan","Murray Hill",40.74628,-73.97899,"Entire home/apt",460,2,11,"2019-06-30",1.07,1,27
21382292,"Cozy 2 Bedroom in the heart of Times Square",37333386,"Bianca","Manhattan","Hell's Kitchen",40.76119,-73.9873,"Entire home/apt",200,3,41,"2019-06-18",1.97,3,181
19490059,"Newly Renovated; 2BR, 1BA, Kitchen + Living Rm",136812761,"Wendy","Brooklyn","Bedford-Stuyvesant",40.69487,-73.93665,"Entire home/apt",389,1,107,"2019-06-23",4.4,3,80
32558916,"Beautiful Brooklyn Brownstone Garden Apartment",244473721,"Pam","Brooklyn","Bedford-Stuyvesant",40.68411,-73.94616,"Entire home/apt",200,2,4,"2019-06-03",1.38,1,344
15423388,"Designer's Loft in Williamsburg",25549229,"Pauline","Brooklyn","Williamsburg",40.70677,-73.96745,"Private room",101,1,91,"2019-06-19",2.74,2,12
3401083,"Sunny Bushwick Brownstone",17153037,"Janice","Brooklyn","Bushwick",40.69195,-73.92068,"Entire home/apt",125,7,25,"2018-08-13",0.41,1,270
2037632,"Cute East Village 1 Bedroom Apt",1415489,"Angelita","Manhattan","East Village",40.72782,-73.98095,"Entire home/apt",140,5,25,"2019-06-13",0.37,1,13
5191965,"Bright room in townhouse with yard!",610690,"Julien","Brooklyn","Bedford-Stuyvesant",40.68006,-73.91113,"Private room",75,1,35,"2019-06-26",0.69,2,80
33560323,"Private Studio Space in Windsor Terrace Brooklyn",26535250,"Sheila","Brooklyn","Windsor Terrace",40.65596,-73.97951,"Entire home/apt",55,1,5,"2019-06-20",2.21,3,232
33940543,"211 east 34 stRoom 3",255431206,"Mohammed","Brooklyn","East Flatbush",40.65295,-73.9463,"Private room",42,7,4,"2019-07-01",2.55,9,120
35397690,"Cozy 3 bedroom apt / Lower East Side",251918661,"Alex","Manhattan","Chinatown",40.71678,-73.99492,"Entire home/apt",400,4,3,"2019-06-13",2.73,1,57
19345943,"Stylish Large Bright Brooklyn Loft!!",3919533,"Piya","Brooklyn","Bushwick",40.69971,-73.93729,"Entire home/apt",162,2,46,"2019-06-25",1.92,1,19
34964711,"Bedroom W/ Private Bathroom in the heart of SOHO",132202485,"Dylon","Manhattan","Nolita",40.72222,-73.99443,"Private room",100,3,2,"2019-06-05",1.62,1,55
31301399,"Elegant, Mid Century Modern Apt (Private Room)",12618858,"Alimah","Brooklyn","Bedford-Stuyvesant",40.68313,-73.92833,"Private room",70,1,5,"2019-06-21",0.85,2,111
35319394,"Luxury Brooklyn apartment private clean",48189481,"Ajamu","Brooklyn","Prospect-Lefferts Gardens",40.65877,-73.9447,"Entire home/apt",150,2,1,"2019-07-02",1,1,25
20249492,"2BR PH Loft and Executive Office Central Manhattan",144310942,"Jacqueline","Manhattan","Flatiron District",40.74416,-73.99017,"Entire home/apt",600,2,41,"2019-06-06",1.93,1,174
9864900,"SPACIOUS MIDTOWN APT WITH BACKYARD",50770601,"Diana","Manhattan","Midtown",40.75622,-73.96467,"Entire home/apt",229,1,0,"",NA,5,306
19924521,"Artist Loft in Prime trendy East Williamsburg!",53710434,"Luisa","Brooklyn","Bushwick",40.70208,-73.93258,"Entire home/apt",85,5,2,"2019-05-21",0.32,1,49
28367842,"Large King Sized Bedroom with Private Bathroom",92185816,"Fiona","Manhattan","Harlem",40.80737,-73.95055,"Private room",70,30,4,"2019-06-17",0.59,3,340
9826062,"One Bedroom Midtown East Cozy 1 BR",28768715,"Tom","Manhattan","Murray Hill",40.74852,-73.97521,"Entire home/apt",210,3,59,"2019-07-03",1.54,1,248
8111321,"Huge 1 BR entire apt",32441059,"Cory","Queens","Astoria",40.768,-73.92429,"Entire home/apt",70,2,13,"2019-01-11",0.28,1,159
32314821,"Huge room in Creative Colorful Modern apartment",3703456,"Brooke","Brooklyn","Bedford-Stuyvesant",40.69619,-73.94242,"Private room",55,1,6,"2019-04-28",1.29,2,22
9630295,"Beautiful Bed Stuy Brownstone Subl",49807145,"Eric","Brooklyn","Bedford-Stuyvesant",40.68379,-73.94648,"Private room",60,60,34,"2018-08-02",0.79,1,189
27000837,"Beautiful  cozy space for one",149296850,"Septina","Brooklyn","Bedford-Stuyvesant",40.69508,-73.93735,"Shared room",79,2,2,"2019-05-05",0.19,4,90
30786156,"Brownstone Garden Apartment",105154396,"Goenuel","Brooklyn","Bedford-Stuyvesant",40.68963,-73.95138,"Entire home/apt",160,3,22,"2019-06-29",3.28,1,110
4717296,"Luxury Astoria 1BD apt, 20min from Manhattan",24009463,"Vadim","Queens","Long Island City",40.76586,-73.93342,"Entire home/apt",150,3,63,"2019-06-20",1.34,2,187
34473821,"Whole-floor 2Bdrm Apt in NYC’s Theater District",79461666,"Stephen","Manhattan","Hell's Kitchen",40.76421,-73.99132,"Entire home/apt",290,3,2,"2019-07-01",1.13,3,8
21726826,"Prime Williamsburg. Bright  room steps from train",66835858,"Alejandra","Brooklyn","Williamsburg",40.71504,-73.95394,"Private room",60,3,30,"2019-05-28",1.53,1,42
19071374,"Artist Room",133147190,"Ocean","Brooklyn","Bushwick",40.70114,-73.91763,"Private room",70,2,1,"2017-06-17",0.04,1,179
5605209,"Cozy Room for 2 in Chinatown/LES",28576665,"Anna & Ben","Manhattan","Chinatown",40.7175,-73.99264,"Private room",110,1,175,"2019-06-24",3.34,2,43
27250336,"Cozy Private Full Room 5 min LaGuardia LGA Airport",10229087,"Kais","Queens","Ditmars Steinway",40.77248,-73.89263,"Private room",52,1,32,"2019-07-05",2.83,4,355
35603341,"Cozy studio in the UES (30 days min)",159598333,"Sol","Manhattan","Upper East Side",40.78166,-73.94593,"Entire home/apt",99,30,0,"",NA,5,344
10078736,"Newly Renovated Carriage House",51716739,"Harvin","Brooklyn","Bedford-Stuyvesant",40.68886,-73.93084,"Entire home/apt",225,2,68,"2019-06-04",1.69,3,273
22099266,"Aquamarine Bedroom",119669058,"Melissa","Brooklyn","Bedford-Stuyvesant",40.69459,-73.95551,"Private room",65,2,22,"2019-06-20",1.64,34,289
4089102,"Serenity Near Manhattan",21183428,"Jae (Owen's Wife)","Brooklyn","Bedford-Stuyvesant",40.68407,-73.95487,"Entire home/apt",152,3,146,"2019-05-24",2.51,2,287
4429337,"Large, stylish & sun-filled 1BDRM loft",1728899,"Tanya","Brooklyn","Williamsburg",40.70789,-73.94811,"Entire home/apt",120,2,19,"2019-07-06",1.82,1,11
24373602,"Bright, Charming Greenpoint Home-Away-From-Home",8409547,"Courtney","Brooklyn","Greenpoint",40.73081,-73.95184,"Entire home/apt",100,2,3,"2019-03-08",0.2,1,2
32045160,"Harlem Sweets Home",187419882,"Terrence & Skye","Manhattan","Harlem",40.82711,-73.94143,"Private room",99,2,18,"2019-07-01",3.8,3,72
4410626,"Spacious neo-country seaside loft",22893493,"Nick","Brooklyn","Red Hook",40.68039,-74.01729,"Entire home/apt",245,1,50,"2019-06-02",0.92,1,19
35368749,"Visiting New York City?
Stay in Da Bronx!",64969440,"Tersila","Bronx","Pelham Gardens",40.86093,-73.85185,"Entire home/apt",75,2,2,"2019-07-05",2,1,160
35540673,"Beautiful Sunny & Bright Brooklyn Apartment.",119908176,"Claudia","Brooklyn","Bedford-Stuyvesant",40.68603,-73.92006,"Entire home/apt",120,3,1,"2019-06-29",1,1,9
36333565,"Great room in ⚓NYC⚓",271627222,"Alex","Manhattan","East Harlem",40.80995,-73.93801,"Private room",215,1,0,"",NA,1,30
29547131,"Nights in Midtown Manhattan-Ladies Only",222476614,"Melanie","Manhattan","Kips Bay",40.74579,-73.97887,"Shared room",39,2,6,"2019-04-21",0.74,3,352
17667639,"Your 1 bedroom home away from home!",43907907,"Elle","Manhattan","Upper West Side",40.79563,-73.97634,"Entire home/apt",215,3,38,"2019-06-10",1.4,1,31
31883012,"private room with private bathroom to MANHATTAN",24294060,"Simon","Queens","Elmhurst",40.7337,-73.88363,"Private room",80,3,0,"",NA,1,364
18613981,"Beautiful bedroom in Quiet House",90289877,"Abi","Queens","Flushing",40.74218,-73.82833,"Private room",36,2,98,"2019-06-23",3.8,1,31
30511096,"Private room",132784640,"Karen","Brooklyn","Sunset Park",40.63866,-74.01746,"Private room",40,2,20,"2019-06-16",2.83,1,349
24968879,"Studio Apartment in Astoria - Best Location!",50770601,"Diana","Queens","Astoria",40.76871,-73.91839,"Entire home/apt",169,1,8,"2019-04-24",0.62,5,297
31986430,"Cozy & Shinny 1BR in Lower East Side",21976589,"Benjamin","Manhattan","Lower East Side",40.71957,-73.98538,"Entire home/apt",180,18,3,"2019-06-03",0.57,1,22
25255942,"Room in brand new shared apt 20 mins to Manhattan",179657707,"Andres","Brooklyn","Bushwick",40.70119,-73.91368,"Private room",65,2,3,"2019-05-27",1.36,2,49
16365302,"Bond Street 2 bedroom 2 bath great Noho location",24074171,"Donna","Manhattan","NoHo",40.72501,-73.99323,"Entire home/apt",400,2,26,"2019-04-12",0.9,1,10
2041041,"Your Living Room is the UES",7028387,"Todd","Manhattan","Upper East Side",40.76749,-73.95533,"Private room",80,24,89,"2019-06-13",1.4,1,146
34785319,"Modern elegant Studio in ❤ of West Village",11211827,"Vitalika","Manhattan","West Village",40.73682,-74.00406,"Entire home/apt",250,2,2,"2019-07-02",2,1,98
851772,"CHIC 1 BEDROOM IN MANHATTAN (UES)",4445677,"Ari","Manhattan","Upper East Side",40.7704,-73.95024,"Entire home/apt",166,1,15,"2014-09-06",0.19,1,188
30394403,"Luxury FiDi Studio w/ Gym, Roof deck + Speakeasy by Blueground",107434423,"Blueground","Manhattan","Financial District",40.70631,-74.00886,"Entire home/apt",265,30,0,"",NA,232,45
17654611,"Artsy Private Room in LIC. 2 min walk to Subway.",105372357,"Lunara","Queens","Long Island City",40.74117,-73.94904,"Private room",75,5,17,"2019-06-09",0.61,1,112
23060192,"Peaceful Home in Brooklyn Close to Manhattan",19930911,"Mayara & Gaspar","Brooklyn","Crown Heights",40.67218,-73.94087,"Entire home/apt",93,1,77,"2019-06-22",4.49,1,55
18776660,"East Williamsburg/Bushwick Loft",130667097,"Paul","Brooklyn","Williamsburg",40.70492,-73.93341,"Private room",55,1,25,"2018-12-30",0.96,2,364
4308991,"Big Room with Private Bathroom",6195809,"Dean","Manhattan","East Village",40.72607,-73.98867,"Private room",149,364,8,"2019-01-07",0.17,1,90
22998663,"Sunny Roomy 2 Bedroom (Private Bathroom + Balcony)",96810536,"Chandtisse","Brooklyn","Gowanus",40.66621,-73.99256,"Private room",169,1,2,"2018-11-24",0.16,3,115
3304307,"Lovely Shiny Private Room in NYC",12465884,"Natasha","Manhattan","East Harlem",40.79269,-73.94218,"Private room",100,3,64,"2019-06-01",1.05,1,219
12655465,"Quiet Soho/Nolita Garden Alcove Studio",3635907,"Deeva","Manhattan","Nolita",40.72176,-73.99424,"Entire home/apt",180,2,166,"2019-06-26",4.44,1,213
